"state_fips_code","county_fips_code","state","county","confirmed_cases","deaths","test_7day_total","positivity_7day_avg","community","school","report_date","healthwebsites"
"26","26135","Michigan","Oscoda County",787,31,54,11.11,"high","Highest risk of transmission in schools","2021-06-06","[]"
"26","26137","Michigan","Otsego County",2718,45,202,0.5,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"26","26139","Michigan","Ottawa County",37381,469,2921,3.77,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.miottawa.org/HealthComm/Health/""]"
"26","26141","Michigan","Presque Isle County",1207,35,119,4.2,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"26","26143","Michigan","Roscommon County",2120,59,218,3.67,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"26","26145","Michigan","Saginaw County",25358,659,2005,5.39,"substantial","Moderate risk of transmission in schools","2021-06-06","[""http://www.saginawpublichealth.org""]"
"26","26147","Michigan","St. Clair County",20281,479,1403,2.71,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.stclaircounty.org/""]"
"26","26149","Michigan","St. Joseph County",7360,110,524,3.44,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"26","26151","Michigan","Sanilac County",4521,128,220,5,"moderate","Moderate risk of transmission in schools","2021-06-06","[""http://www.sanilachealth.com""]"
"26","26153","Michigan","Schoolcraft County",585,5,19,5.26,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"26","26155","Michigan","Shiawassee County",7595,119,658,2.43,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://health.shiawassee.net""]"
"26","26157","Michigan","Tuscola County",6448,184,439,2.51,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.tchd.us""]"
"26","26159","Michigan","Van Buren County",8235,148,1109,3.52,"moderate","Moderate risk of transmission in schools","2021-06-06","[""http://www.vbcassdhd.org""]"
"26","26161","Michigan","Washtenaw County",30796,320,7561,0.95,"low","Lowest risk of transmission in schools","2021-06-06","[""http://washtenaw.org/health"",""https://www.facebook.com/wcpublichealth"",""https://twitter.com/wcpublichealth""]"
"26","26163","Michigan","Wayne County",184244,5377,19873,3.02,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.waynecounty.com/hhSvcs""]"
"26","26165","Michigan","Wexford County",3142,50,268,1.87,"low","Lower risk of transmission in schools","2021-06-06","[]"
"27","27001","Minnesota","Aitkin County",1592,39,233,3.43,"substantial","Lower risk of transmission in schools","2021-06-06","[""http://www.co.aitkin.mn.us""]"
"27","27003","Minnesota","Anoka County",48987,486,7562,2.64,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.anokacounty.us""]"
"27","27005","Minnesota","Becker County",4550,60,749,0.53,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27007","Minnesota","Beltrami County",5346,72,464,3.88,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"27","27009","Minnesota","Benton County",6653,102,1073,2.7,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27011","Minnesota","Big Stone County",703,4,86,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27013","Minnesota","Blue Earth County",8887,47,1710,1.05,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.blue-earth.mn.us/dept/chealth.php""]"
"27","27015","Minnesota","Brown County",3582,44,260,1.54,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.brown.mn.us/public-health-home"",""https://www.facebook.com/BCPublicHealth/""]"
"27","27017","Minnesota","Carlton County",3991,60,673,1.78,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.healthynorthland.org"",""https://www.facebook.com/HealthyNorthland"",""https://twitter.com/HealthyNorthlan""]"
"27","27019","Minnesota","Carver County",12370,52,2040,2.3,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.carver.mn.us""]"
"27","27021","Minnesota","Cass County",3555,36,357,5.32,"moderate","Higher risk of transmission in schools","2021-06-06","[""http://www.co.cass.mn.us""]"
"27","27023","Minnesota","Chippewa County",1734,39,152,1.32,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27025","Minnesota","Chisago County",7338,58,1243,6.11,"moderate","Moderate risk of transmission in schools","2021-06-06","[""http://www.co.chisago.mn.us""]"
"27","27027","Minnesota","Clay County",9368,97,429,4.43,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"27","27029","Minnesota","Clearwater County",1092,18,70,2.86,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.clearwaterhs.com""]"
"27","27031","Minnesota","Cook County",215,0,198,1.52,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.healthynorthland.org"",""https://www.facebook.com/HealthyNorthland"",""https://twitter.com/HealthyNorthlan""]"
"27","27033","Minnesota","Cottonwood County",1794,24,103,0,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"27","27035","Minnesota","Crow Wing County",8070,102,1201,3,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"27","27037","Minnesota","Dakota County",53075,503,11160,2.53,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.dakotacounty.us""]"
"27","27039","Minnesota","Dodge County",2486,5,636,1.57,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.dodge.mn.us/""]"
"27","27041","Minnesota","Douglas County",5494,84,698,2.44,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27043","Minnesota","Faribault County",1849,25,949,0.42,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.fmchs.com"",""https://www.facebook.com/faribaultmartinchs/""]"
"27","27045","Minnesota","Fillmore County",2045,10,215,0.93,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27047","Minnesota","Freeborn County",4381,42,438,2.51,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.co.freeborn.mn.us""]"
"27","27049","Minnesota","Goodhue County",5605,81,783,1.53,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27051","Minnesota","Grant County",693,8,114,0.88,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27053","Minnesota","Hennepin County",142771,1862,30016,1.68,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.hennepin.us""]"
"27","27055","Minnesota","Houston County",2112,17,132,0.76,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.houstoncounty.govoffice2.com""]"
"27","27057","Minnesota","Hubbard County",2419,41,210,8.1,"substantial","Higher risk of transmission in schools","2021-06-06","[]"
"27","27059","Minnesota","Isanti County",5004,70,933,4.07,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"27","27061","Minnesota","Itasca County",5325,72,1728,3.07,"substantial","Moderate risk of transmission in schools","2021-06-06","[""http://www.co.itasca.mn.us/HHS/index.htm""]"
"27","27063","Minnesota","Jackson County",1361,12,55,5.45,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"27","27065","Minnesota","Kanabec County",1683,29,191,1.57,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27067","Minnesota","Kandiyohi County",7532,92,1533,2.87,"substantial","Lowest risk of transmission in schools","2021-06-06","[""https://www.kcmn.us/departments/public_health/index.php""]"
"27","27069","Minnesota","Kittson County",542,22,26,19.23,"high","Lower risk of transmission in schools","2021-06-06","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27","27071","Minnesota","Koochiching County",1251,19,268,6.34,"substantial","Highest risk of transmission in schools","2021-06-06","[""http://www.co.koochiching.mn.us/dept/county_health/cohealthmain.htm""]"
"27","27073","Minnesota","Lac qui Parle County",894,24,38,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27075","Minnesota","Lake County",943,21,225,1.78,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.healthynorthland.org"",""https://www.facebook.com/HealthyNorthland"",""https://twitter.com/HealthyNorthlan""]"
"27","27077","Minnesota","Lake of the Woods County",420,4,84,1.19,"substantial","Moderate risk of transmission in schools","2021-06-06","[]"
"27","27079","Minnesota","Le Sueur County",3482,30,390,1.79,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.le-sueur.mn.us""]"
"27","27081","Minnesota","Lincoln County",672,4,67,1.49,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27083","Minnesota","Lyon County",4024,54,542,0.37,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27085","Minnesota","McLeod County",5196,65,646,1.39,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.mcleod.mn.us"",""http://www.mmspublichealth.org""]"
"27","27087","Minnesota","Mahnomen County",733,9,172,0.58,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27089","Minnesota","Marshall County",1076,19,55,3.64,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27","27091","Minnesota","Martin County",2716,33,363,2.2,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.fmchs.com"",""https://www.facebook.com/faribaultmartinchs/""]"
"27","27093","Minnesota","Meeker County",3140,49,708,3.53,"substantial","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.meeker.mn.us"",""http://www.mmspublichealth.org""]"
"27","27095","Minnesota","Mille Lacs County",3638,60,872,2.52,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"27","27097","Minnesota","Morrison County",4782,63,513,2.14,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.morrison.mn.us/wsite/publichealth/public_health.htm""]"
"27","27099","Minnesota","Mower County",5762,38,561,1.6,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27101","Minnesota","Murray County",1176,10,51,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27103","Minnesota","Nicollet County",3878,48,564,1.24,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27105","Minnesota","Nobles County",4556,50,151,1.99,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27107","Minnesota","Norman County",682,9,54,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27109","Minnesota","Olmsted County",16269,112,3649,1.01,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27111","Minnesota","Otter Tail County",6898,97,1079,2.59,"moderate","Lowest risk of transmission in schools","2021-06-06","[""https://ottertailcountymn.us/department/public-health/""]"
"27","27113","Minnesota","Pennington County",1960,22,48,0,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27","27115","Minnesota","Pine County",3840,26,371,3.23,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"27","27117","Minnesota","Pipestone County",1261,26,62,4.84,"low","Lower risk of transmission in schools","2021-06-06","[]"
"27","27119","Minnesota","Polk County",4445,75,257,3.5,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27121","Minnesota","Pope County",1341,8,246,0.81,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27123","Minnesota","Ramsey County",59431,953,14122,2.33,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.ramsey.mn.us""]"
"27","27125","Minnesota","Red Lake County",506,7,29,0,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27","27127","Minnesota","Redwood County",2066,42,244,1.23,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27129","Minnesota","Renville County",2042,48,179,1.68,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.renvillecountymn.com/departments/human_and_health_services/public_health/index.php""]"
"27","27131","Minnesota","Rice County",9278,125,1711,2.22,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27133","Minnesota","Rock County",1429,19,56,14.29,"high","Moderate risk of transmission in schools","2021-06-06","[]"
"27","27135","Minnesota","Roseau County",2382,24,83,0,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.marshall.mn.us/departments/community_health_services/index.php""]"
"27","27137","Minnesota","St. Louis County",20900,339,4331,1.59,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27139","Minnesota","Scott County",20039,146,2866,1.88,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27141","Minnesota","Sherburne County",13840,106,2770,1.84,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.sherburne.mn.us/hhs""]"
"27","27143","Minnesota","Sibley County",1803,10,228,3.51,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.sibleycountypublichealth.net""]"
"27","27145","Minnesota","Stearns County",25428,242,3344,1.2,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.stearns.mn.us""]"
"27","27147","Minnesota","Steele County",5202,21,1027,1.85,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27149","Minnesota","Stevens County",1137,11,140,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27151","Minnesota","Swift County",1203,19,135,1.48,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27153","Minnesota","Todd County",3330,34,517,1.74,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.todd.mn.us/departments/health_and_human_services""]"
"27","27155","Minnesota","Traverse County",437,5,23,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27157","Minnesota","Wabasha County",2500,5,1198,0.33,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"27","27159","Minnesota","Wadena County",1929,27,520,2.31,"substantial","Moderate risk of transmission in schools","2021-06-06","[]"
"27","27161","Minnesota","Waseca County",2976,26,406,0.49,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.waseca.mn.us/public.htm""]"
"27","27163","Minnesota","Washington County",31228,315,6061,2.26,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.washington.mn.us""]"
"27","27165","Minnesota","Watonwan County",1572,11,104,4.81,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.co.watonwan.mn.us/154/Human-Services""]"
"27","27167","Minnesota","Wilkin County",910,14,62,1.61,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.wilkin.mn.us""]"
"27","27169","Minnesota","Winona County",5648,52,664,2.86,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"27","27171","Minnesota","Wright County",18954,165,2010,2.49,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.wright.mn.us"",""https://www.facebook.com/WrightCoMN/"",""https://twitter.com/wrightcountymn""]"
"27","27173","Minnesota","Yellow Medicine County",1287,20,80,2.5,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28001","Mississippi","Adams County",4416,116,38,5.26,"substantial","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28003","Mississippi","Alcorn County",5372,90,116,4.31,"high","Lower risk of transmission in schools","2021-06-06","[]"
"28","28005","Mississippi","Amite County",1984,52,29,3.45,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"28","28007","Mississippi","Attala County",3253,87,62,1.61,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28009","Mississippi","Benton County",1425,35,39,2.56,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28011","Mississippi","Bolivar County",6115,144,61,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28013","Mississippi","Calhoun County",2661,41,54,1.85,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28015","Mississippi","Carroll County",1621,37,15,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28017","Mississippi","Chickasaw County",2870,65,27,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28019","Mississippi","Choctaw County",1270,26,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28021","Mississippi","Claiborne County",1268,34,0,,"low","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28023","Mississippi","Clarke County",2821,90,23,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28025","Mississippi","Clay County",2964,73,30,3.33,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28027","Mississippi","Coahoma County",3957,100,158,1.9,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28029","Mississippi","Copiah County",4317,87,62,1.61,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28031","Mississippi","Covington County",4157,92,202,1.49,"substantial","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28033","Mississippi","DeSoto County",30610,358,1075,3.35,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28035","Mississippi","Forrest County",13160,240,266,0.75,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28037","Mississippi","Franklin County",1167,28,18,5.56,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28039","Mississippi","George County",4714,72,21,0,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28041","Mississippi","Greene County",2090,45,18,0,"low","Lower risk of transmission in schools","2021-06-06","[]"
"28","28043","Mississippi","Grenada County",3556,104,37,8.11,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"28","28045","Mississippi","Hancock County",7514,112,149,0.67,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28047","Mississippi","Harrison County",33063,488,691,4.92,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28049","Mississippi","Hinds County",31021,589,674,3.86,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28051","Mississippi","Holmes County",2621,87,64,1.56,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28053","Mississippi","Humphreys County",1266,37,12,0,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28055","Mississippi","Issaquena County",192,6,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28057","Mississippi","Itawamba County",4444,100,17,5.88,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28059","Mississippi","Jackson County",23687,348,197,9.64,"substantial","Higher risk of transmission in schools","2021-06-06","[]"
"28","28061","Mississippi","Jasper County",3141,62,64,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28063","Mississippi","Jefferson County",913,33,21,0,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28065","Mississippi","Jefferson Davis County",1683,42,19,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28067","Mississippi","Jones County",13404,227,299,1.34,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28069","Mississippi","Kemper County",1386,40,0,,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28071","Mississippi","Lafayette County",8241,137,464,1.51,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28073","Mississippi","Lamar County",10214,130,155,1.29,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28075","Mississippi","Lauderdale County",11601,305,79,1.27,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28077","Mississippi","Lawrence County",2068,33,53,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28079","Mississippi","Leake County",3975,86,81,1.23,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28081","Mississippi","Lee County",14909,220,143,2.8,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28083","Mississippi","Leflore County",4476,140,97,3.09,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28085","Mississippi","Lincoln County",5303,131,79,1.27,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28087","Mississippi","Lowndes County",10443,176,207,2.9,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28089","Mississippi","Madison County",14166,271,230,0.87,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28091","Mississippi","Marion County",4099,104,64,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28093","Mississippi","Marshall County",6126,123,179,2.79,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28095","Mississippi","Monroe County",6514,164,37,5.41,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28097","Mississippi","Montgomery County",1724,54,15,6.67,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28099","Mississippi","Neshoba County",6475,201,39,2.56,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28101","Mississippi","Newton County",3708,75,25,4,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28103","Mississippi","Noxubee County",1789,39,20,10,"high","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28105","Mississippi","Oktibbeha County",6964,124,97,1.03,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28107","Mississippi","Panola County",6250,126,129,3.1,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28109","Mississippi","Pearl River County",9098,221,104,2.88,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28111","Mississippi","Perry County",1999,53,26,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28113","Mississippi","Pike County",5613,136,151,1.99,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28115","Mississippi","Pontotoc County",6303,93,69,1.45,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28117","Mississippi","Prentiss County",4467,79,61,1.64,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28119","Mississippi","Quitman County",1039,26,21,4.76,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28121","Mississippi","Rankin County",21340,370,272,2.94,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28123","Mississippi","Scott County",4591,96,39,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28125","Mississippi","Sharkey County",630,20,0,,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28127","Mississippi","Simpson County",4335,112,69,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28129","Mississippi","Smith County",2506,49,41,4.88,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28131","Mississippi","Stone County",3508,60,73,6.85,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28133","Mississippi","Sunflower County",4148,104,27,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28135","Mississippi","Tallahatchie County",2204,50,39,2.56,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28137","Mississippi","Tate County",4394,101,99,2.02,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28139","Mississippi","Tippah County",4464,80,73,4.11,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28141","Mississippi","Tishomingo County",3362,89,37,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.healthyms.com""]"
"28","28143","Mississippi","Tunica County",1533,34,57,5.26,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"28","28145","Mississippi","Union County",5741,86,118,3.39,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"28","28147","Mississippi","Walthall County",2110,58,22,0,"low","Lower risk of transmission in schools","2021-06-06","[]"
"28","28149","Mississippi","Warren County",6464,164,184,1.09,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28151","Mississippi","Washington County",7102,150,42,2.38,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28153","Mississippi","Wayne County",4330,66,34,2.94,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28155","Mississippi","Webster County",1965,42,15,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28157","Mississippi","Wilkinson County",1019,36,0,,"moderate","Higher risk of transmission in schools","2021-06-06","[]"
"28","28159","Mississippi","Winston County",3046,91,20,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"28","28161","Mississippi","Yalobusha County",2210,47,64,7.81,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"28","28163","Mississippi","Yazoo County",4233,86,67,4.48,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"29","29001","Missouri","Adair County",3464,31,197,7.11,"moderate","Moderate risk of transmission in schools","2021-06-06","[""http://adair.lphamo.org""]"
"29","29003","Missouri","Andrew County",2636,23,94,4.26,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"29","29005","Missouri","Atchison County",620,6,13,0,"low","Lower risk of transmission in schools","2021-06-06","[]"
"29","29007","Missouri","Audrain County",3574,63,67,4.48,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.audraincountyhealth.org/""]"
"29","29009","Missouri","Barry County",4121,58,190,6.84,"substantial","Lower risk of transmission in schools","2021-06-06","[""https://www.facebook.com/Barry-County-Health-Department-555201981614176/""]"
"29","29011","Missouri","Barton County",1700,24,70,7.14,"substantial","Moderate risk of transmission in schools","2021-06-06","[""http://www.bchdhealth.com""]"
"29","29013","Missouri","Bates County",2108,38,111,2.7,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.batescountyhealthcenter.org""]"
"29","29015","Missouri","Benton County",2476,43,228,1.32,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://benton.lphamo.org""]"
"29","29017","Missouri","Bollinger County",1600,17,28,17.86,"high","Higher risk of transmission in schools","2021-06-06","[""http://bollingercountyhealth.org""]"
"29","29019","Missouri","Boone County",24343,152,980,3.67,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.como.gov/health""]"
"29","29021","Missouri","Buchanan County",14724,213,764,1.18,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"29","29023","Missouri","Butler County",6207,67,106,4.72,"moderate","Moderate risk of transmission in schools","2021-06-06","[""http://www.butlercountyhealth.org""]"
"29","29025","Missouri","Caldwell County",1098,18,69,5.8,"high","Highest risk of transmission in schools","2021-06-06","[""http://www.caldwellcountyhealth.com""]"
"29","29027","Missouri","Callaway County",7051,64,186,10.22,"high","Moderate risk of transmission in schools","2021-06-06","[""http://callawayhealthdepartment411.wordpress.com/""]"
"29","29029","Missouri","Camden County",6074,119,192,12.5,"high","Higher risk of transmission in schools","2021-06-06","[""http://camdencountyhealth.org""]"
"29","29031","Missouri","Cape Girardeau County",12300,151,188,5.85,"moderate","Moderate risk of transmission in schools","2021-06-06","[""http://www.cgcohealthdept.com"",""https://www.facebook.com/CapeGirardeauCountyPublicHealthCenter/""]"
"29","29033","Missouri","Carroll County",1321,26,75,8,"substantial","Moderate risk of transmission in schools","2021-06-06","[""http://www.carrollcohealth.com""]"
"29","29035","Missouri","Carter County",1033,13,22,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.communityconnection.org""]"
"29","29037","Missouri","Cass County",13372,146,597,4.86,"substantial","Moderate risk of transmission in schools","2021-06-06","[""http://www.casscountyhealth.com"",""https://www.facebook.com/CassHealthDepartment"",""https://twitter.com/CassHealthDept""]"
"29","29039","Missouri","Cedar County",1612,30,63,4.76,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"29","29041","Missouri","Chariton County",977,8,17,5.88,"substantial","Highest risk of transmission in schools","2021-06-06","[]"
"29","29043","Missouri","Christian County",12934,148,703,6.4,"substantial","Lower risk of transmission in schools","2021-06-06","[""http://www.christiancountyhealth.com""]"
"29","29045","Missouri","Clark County",953,12,15,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.clarkcountyhd.org""]"
"29","29047","Missouri","Clay County",13948,199,1641,3.11,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.clayhealth.com"",""https://www.facebook.com/ClayCountyPublicHealth/"",""https://twitter.com/claymohealth""]"
"29","29049","Missouri","Clinton County",2697,75,464,0.43,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.clintoncountyhealthdepartment.com""]"
