"county_fips_code","state_fips_code","pop2020"
"55109","55",91838
"55111","55",64449
"55113","55",16700
"55115","55",40786
"55117","55",115240
"55119","55",20318
"55121","55",29681
"55123","55",30861
"55125","55",22356
"55127","55",103953
"55129","55",15712
"55131","55",136445
"55133","55",406172
"55135","55",50664
"55137","55",24326
"55139","55",171631
"55141","55",72560
"56001","56",38950
"56003","56",11575
"56005","56",46676
"56007","56",14711
"56009","56",13804
"56011","56",7593
"56013","56",39317
"56015","56",13235
"56017","56",4425
"56019","56",8588
"56021","56",100595
"56023","56",20253
"56025","56",80815
"56027","56",2275
"56029","56",29331
"56031","56",8578
"56033","56",30863
"56035","56",9856
"56037","56",42673
"56039","56",23497
"56041","56",20215
"56043","56",7760
"56045","56",6743
